"Label (Grouping)","Total:","Total:!!White alone","Total:!!Black or African American alone","Total:!!American Indian and Alaska Native alone","Total:!!Asian alone","Total:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Some other race alone","Total:!!Two or more races:","Total:!!Two or more races:!!Two races including Some other race","Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"    Estimate","30,027","28,567","232","50","141","0","221","816","94","722"
"Chittenden County, Vermont","","","","","","","","","",""
"    Estimate","163,414","146,105","4,326","266","6,173","56","885","5,603","975","4,628"
"Essex County, Vermont","","","","","","","","","",""
"    Estimate","6,179","5,938","46","4","27","0","17","147","21","126"
"Franklin County, Vermont","","","","","","","","","",""
"    Estimate","49,275","46,531","188","318","363","0","311","1,564","30","1,534"
"Grand Isle County, Vermont","","","","","","","","","",""
"    Estimate","7,075","6,615","63","108","38","0","7","244","45","199"
"Lamoille County, Vermont","","","","","","","","","",""
"    Estimate","25,376","24,109","283","155","66","0","99","664","188","476"
"Orange County, Vermont","","","","","","","","","",""
"    Estimate","28,873","27,778","121","88","102","24","81","679","117","562"
"Orleans County, Vermont","","","","","","","","","",""
"    Estimate","26,843","25,758","202","143","51","7","74","608","79","529"
"Rutland County, Vermont","","","","","","","","","",""
"    Estimate","58,527","56,043","410","183","491","0","96","1,304","447","857"
"Washington County, Vermont","","","","","","","","","",""
"    Estimate","58,336","55,566","457","80","556","42","193","1,442","301","1,141"
"Windham County, Vermont","","","","","","","","","",""
"    Estimate","42,628","40,185","493","105","516","12","110","1,207","138","1,069"
"Windsor County, Vermont","","","","","","","","","",""
"    Estimate","55,191","52,761","377","100","539","0","263","1,151","104","1,047"
"Accomack County, Virginia","","","","","","","","","",""
"    Estimate","32,560","21,773","9,390","48","244","0","154","951","511","440"
"Albemarle County, Virginia","","","","","","","","","",""
"    Estimate","108,819","87,871","10,005","315","5,981","48","989","3,610","835","2,775"
"Alleghany County, Virginia","","","","","","","","","",""
"    Estimate","15,030","13,925","790","0","10","0","64","241","13","228"
"Amelia County, Virginia","","","","","","","","","",""
"    Estimate","12,970","9,789","2,876","0","1","0","0","304","99","205"
"Amherst County, Virginia","","","","","","","","","",""
"    Estimate","31,782","24,330","5,758","243","209","12","203","1,027","162","865"
"Appomattox County, Virginia","","","","","","","","","",""
"    Estimate","15,814","12,385","3,013","6","31","0","57","322","28","294"
"Arlington County, Virginia","","","","","","","","","",""
"    Estimate","236,434","163,250","21,801","854","24,468","288","12,063","13,710","4,719","8,991"
"Augusta County, Virginia","","","","","","","","","",""
"    Estimate","75,754","69,693","3,216","196","420","87","599","1,543","252","1,291"
"Bath County, Virginia","","","","","","","","","",""
"    Estimate","4,248","3,918","202","8","16","0","15","89","0","89"
"Bedford County, Virginia","","","","","","","","","",""
"    Estimate","78,965","70,013","5,253","43","985","17","519","2,135","475","1,660"
"Bland County, Virginia","","","","","","","","","",""
"    Estimate","6,334","5,967","250","0","13","0","11","93","0","93"
"Botetourt County, Virginia","","","","","","","","","",""
"    Estimate","33,440","31,403","955","41","219","0","136","686","76","610"
"Brunswick County, Virginia","","","","","","","","","",""
"    Estimate","16,336","6,723","8,885","9","26","0","234","459","18","441"
"Buchanan County, Virginia","","","","","","","","","",""
"    Estimate","21,374","20,263","538","166","57","0","166","184","19","165"
"Buckingham County, Virginia","","","","","","","","","",""
"    Estimate","17,087","10,497","5,563","162","13","0","346","506","11","495"
"Campbell County, Virginia","","","","","","","","","",""
"    Estimate","55,406","44,797","7,796","112","530","10","273","1,888","415","1,473"
"Caroline County, Virginia","","","","","","","","","",""
"    Estimate","30,581","19,918","8,121","109","177","0","968","1,288","41","1,247"
"Carroll County, Virginia","","","","","","","","","",""
"    Estimate","29,911","29,026","193","119","0","5","125","443","21","422"
"Charles City County, Virginia","","","","","","","","","",""
"    Estimate","6,965","3,067","3,069","419","70","0","15","325","30","295"
"Charlotte County, Virginia","","","","","","","","","",""
"    Estimate","11,953","8,364","3,321","30","43","0","26","169","1","168"
"Chesterfield County, Virginia","","","","","","","","","",""
"    Estimate","348,500","227,878","80,140","844","11,894","128","13,275","14,341","2,381","11,960"
"Clarke County, Virginia","","","","","","","","","",""
"    Estimate","14,498","12,939","727","0","223","0","256","353","72","281"
"Craig County, Virginia","","","","","","","","","",""
"    Estimate","5,103","5,012","3","0","0","0","0","88","0","88"
"Culpeper County, Virginia","","","","","","","","","",""
"    Estimate","51,935","38,628","7,011","255","869","67","2,508","2,597","645","1,952"
"Cumberland County, Virginia","","","","","","","","","",""
"    Estimate","9,869","6,269","3,243","9","102","0","65","181","0","181"
"Dickenson County, Virginia","","","","","","","","","",""
"    Estimate","14,524","14,217","83","5","16","0","17","186","21","165"
"Dinwiddie County, Virginia","","","","","","","","","",""
"    Estimate","28,686","18,720","9,113","6","260","27","236","324","6","318"
"Essex County, Virginia","","","","","","","","","",""
"    Estimate","10,960","6,237","4,276","0","63","0","173","211","1","210"
"Fairfax County, Virginia","","","","","","","","","",""
"    Estimate","1,149,439","678,162","112,024","3,250","227,923","994","57,458","69,628","20,566","49,062"
"Fauquier County, Virginia","","","","","","","","","",""
"    Estimate","70,353","60,314","5,148","303","1,262","25","405","2,896","919","1,977"
"Floyd County, Virginia","","","","","","","","","",""
"    Estimate","15,766","14,904","257","124","46","0","97","338","141","197"
"Fluvanna County, Virginia","","","","","","","","","",""
"    Estimate","26,873","21,298","3,879","40","372","26","253","1,005","87","918"
"Franklin County, Virginia","","","","","","","","","",""
"    Estimate","56,231","49,825","4,414","162","335","5","250","1,240","260","980"
"Frederick County, Virginia","","","","","","","","","",""
"    Estimate","88,054","78,894","3,365","148","1,353","42","732","3,520","1,020","2,500"
"Giles County, Virginia","","","","","","","","","",""
"    Estimate","16,760","16,080","304","0","79","29","0","268","103","165"
"Gloucester County, Virginia","","","","","","","","","",""
"    Estimate","37,362","32,635","3,708","19","295","0","125","580","193","387"
"Goochland County, Virginia","","","","","","","","","",""
"    Estimate","23,472","18,643","3,462","4","362","0","260","741","67","674"
"Grayson County, Virginia","","","","","","","","","",""
"    Estimate","15,651","14,417","876","8","157","0","95","98","11","87"
"Greene County, Virginia","","","","","","","","","",""
"    Estimate","19,734","16,374","1,516","42","407","0","791","604","69","535"
"Greensville County, Virginia","","","","","","","","","",""
"    Estimate","11,403","4,246","6,656","6","7","0","33","455","36","419"
"Halifax County, Virginia","","","","","","","","","",""
"    Estimate","34,295","21,022","11,814","85","253","0","40","1,081","135","946"
"Hanover County, Virginia","","","","","","","","","",""
"    Estimate","106,538","90,724","9,476","319","1,717","229","1,040","3,033","322","2,711"
"Henrico County, Virginia","","","","","","","","","",""
"    Estimate","330,076","181,969","97,911","557","29,776","89","7,072","12,702","2,907","9,795"
"Henry County, Virginia","","","","","","","","","",""
"    Estimate","51,032","36,823","11,477","28","316","0","1,103","1,285","359","926"
"Highland County, Virginia","","","","","","","","","",""
"    Estimate","2,202","2,112","0","0","80","0","0","10","0","10"
"Isle of Wight County, Virginia","","","","","","","","","",""
"    Estimate","37,107","26,668","8,452","62","346","9","416","1,154","177","977"
"James City County, Virginia","","","","","","","","","",""
"    Estimate","76,032","60,024","9,656","26","2,163","12","728","3,423","969","2,454"
"King and Queen County, Virginia","","","","","","","","","",""
"    Estimate","7,011","4,684","1,984","7","0","0","124","212","0","212"
"King George County, Virginia","","","","","","","","","",""
"    Estimate","26,679","20,468","4,430","37","273","0","198","1,273","405","868"
"King William County, Virginia","","","","","","","","","",""
"    Estimate","16,985","13,362","2,572","122","237","0","16","676","158","518"
"Lancaster County, Virginia","","","","","","","","","",""
"    Estimate","10,686","7,221","3,000","0","111","0","26","328","8","320"
"Lee County, Virginia","","","","","","","","","",""
"    Estimate","23,723","22,280","931","70","60","0","113","269","55","214"
"Loudoun County, Virginia","","","","","","","","","",""
"    Estimate","405,312","253,002","31,241","1,149","77,861","508","15,236","26,315","9,015","17,300"
"Louisa County, Virginia","","","","","","","","","",""
"    Estimate","36,654","29,183","5,192","48","196","0","386","1,649","169","1,480"
"Lunenburg County, Virginia","","","","","","","","","",""
"    Estimate","12,294","7,513","4,148","2","61","0","327","243","35","208"
"Madison County, Virginia","","","","","","","","","",""
"    Estimate","13,208","11,412","1,203","0","129","0","109","355","58","297"
"Mathews County, Virginia","","","","","","","","","",""
"    Estimate","8,760","7,716","714","0","42","0","0","288","22","266"
"Mecklenburg County, Virginia","","","","","","","","","",""
"    Estimate","30,726","19,197","10,526","157","289","4","144","409","63","346"
"Middlesex County, Virginia","","","","","","","","","",""
"    Estimate","10,642","8,358","1,619","41","72","18","253","281","13","268"
"Montgomery County, Virginia","","","","","","","","","",""
"    Estimate","98,495","83,932","4,088","422","6,527","59","1,066","2,401","625","1,776"
"Nelson County, Virginia","","","","","","","","","",""
"    Estimate","14,812","12,553","1,932","0","45","0","156","126","0","126"
"New Kent County, Virginia","","","","","","","","","",""
"    Estimate","22,310","17,981","2,870","227","254","0","196","782","122","660"
"Northampton County, Virginia","","","","","","","","","",""
"    Estimate","11,826","7,278","3,928","2","134","0","80","404","125","279"
"Northumberland County, Virginia","","","","","","","","","",""
"    Estimate","12,151","8,593","3,208","0","17","0","0","333","28","305"
"Nottoway County, Virginia","","","","","","","","","",""
"    Estimate","15,338","8,717","6,233","7","63","0","203","115","76","39"
"Orange County, Virginia","","","","","","","","","",""
"    Estimate","36,501","29,151","4,710","89","534","0","429","1,588","215","1,373"
"Page County, Virginia","","","","","","","","","",""
"    Estimate","23,862","22,585","282","39","130","0","106","720","209","511"
"Patrick County, Virginia","","","","","","","","","",""
"    Estimate","17,660","16,168","959","39","76","0","217","201","48","153"
"Pittsylvania County, Virginia","","","","","","","","","",""
"    Estimate","60,867","45,779","12,286","26","262","0","616","1,898","263","1,635"
"Powhatan County, Virginia","","","","","","","","","",""
